customer_id,"first","last","email","address","city","state","postal","phone","alt_phone","notes",preferred_staff,discount_type,"referral_source",create_admin,update_admin,"create_ts","update_ts",is_active
123,"Lindsey","Dilello","lindsey.dilello@hotmail.com","52777 Leaders Heights Rd","Ontario","CA","91761","909-639-9887","909-589-1693",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
124,"Devora","Perez","devora_perez@perez.org","72868 Blackington Ave","Oakland","CA","94606","510-955-3016","510-755-9274",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
125,"Herman","Demesa","hdemesa@cox.net","9 Norristown Rd","Troy","NY","12180","518-497-2940","518-931-7852",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
126,"Rory","Papasergi","rpapasergi@cox.net","83 County Road 437 Apt 8581","Clarks Summit","PA","18411","570-867-7489","570-469-8401",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
127,"Talia","Riopelle","talia_riopelle@aol.com","1 N Harlem Ave Apt 9","Orange","NJ","7050","973-245-2133","973-818-9788",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
128,"Van","Shire","van.shire@shire.com","90131 J St","Pittstown","NJ","8867","908-409-2890","908-448-1209",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
129,"Lucina","Lary","lucina_lary@cox.net","8597 W National Ave","Cocoa","FL","32922","321-749-4981","321-632-4668",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
130,"Bok","Isaacs","bok.isaacs@aol.com","6 Gilson St","Bronx","NY","10468","718-809-3762","718-478-8568",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
131,"Rolande","Spickerman","rolande.spickerman@spickerman.com","65 W Maple Ave","Pearl City","HI","96782","808-315-3077","808-526-5863",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
132,"Howard","Paulas","hpaulas@gmail.com","866 34th Ave","Denver","CO","80231","303-623-4241","303-692-3118",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
133,"Kimbery","Madarang","kimbery_madarang@cox.net","798 Lund Farm Way","Rockaway","NJ","7866","973-310-1634","973-225-6259",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
134,"Thurman","Manno","thurman.manno@yahoo.com","9387 Charcot Ave","Absecon","NJ","8201","609-524-3586","609-234-8376",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
135,"Becky","Mirafuentes","becky.mirafuentes@mirafuentes.com","30553 Washington Rd","Plainfield","NJ","7062","908-877-8409","908-426-8272",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
136,"Beatriz","Corrington","beatriz@yahoo.com","481 W Lemon St","Middleboro","MA","2346","508-584-4279","508-315-3867",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
137,"Marti","Maybury","marti.maybury@yahoo.com","4 Warehouse Point Rd Apt 7","Chicago","IL","60638","773-775-4522","773-539-1058",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
138,"Nieves","Gotter","nieves_gotter@gmail.com","4940 Pulaski Park Dr","Portland","OR","97202","503-527-5274","503-455-3094",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
139,"Leatha","Hagele","lhagele@cox.net","627 Walford Ave","Dallas","TX","75227","214-339-1809","214-225-5850",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
140,"Valentin","Klimek","vklimek@klimek.org","137 Pioneer Way","Chicago","IL","60604","312-303-5453","312-512-2338",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
141,"Melissa","Wiklund","melissa@cox.net","61 13 Stoneridge Apt 835","Findlay","OH","45840","419-939-3613","419-254-4591",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
142,"Sheridan","Zane","sheridan.zane@zane.com","2409 Alabama Rd","Riverside","CA","92501","951-645-3605","951-248-6822",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
143,"Bulah","Padilla","bulah_padilla@hotmail.com","8927 Vandever Ave","Waco","TX","76707","254-463-4368","254-816-8417",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
144,"Audra","Kohnert","audra@kohnert.com","134 Lewis Rd","Nashville","TN","37211","615-406-7854","615-448-9249",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
145,"Daren","Weirather","dweirather@aol.com","9 N College Ave Apt 3","Milwaukee","WI","53216","414-959-2540","414-838-3151",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
146,"Fernanda","Jillson","fjillson@aol.com","60480 Old Us Highway 51","Preston","MD","21655","410-387-5260","410-724-6472",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
147,"Gearldine","Gellinger","gearldine_gellinger@gellinger.com","4 Bloomfield Ave","Irving","TX","75061","972-934-6914","972-821-7118",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
148,"Chau","Kitzman","chau@gmail.com","429 Tiger Ln","Beverly Hills","CA","90212","310-560-8022","310-969-7230",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
149,"Theola","Frey","theola_frey@frey.com","54169 N Main St","Massapequa","NY","11758","516-948-5768","516-357-3362",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
150,"Cheryl","Haroldson","cheryl@haroldson.org","92 Main St","Atlantic City","NJ","8401","609-518-7697","609-263-9243",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
151,"Laticia","Merced","lmerced@gmail.com","72 Mannix Dr","Cincinnati","OH","45203","513-508-7371","513-418-1566",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
152,"Carissa","Batman","carissa.batman@yahoo.com","12270 Caton Center Dr","Eugene","OR","97401","541-326-4074","541-801-5717",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
153,"Lezlie","Craghead","lezlie.craghead@craghead.org","749 W 18th St Apt 45","Smithfield","NC","27577","919-533-3762","919-885-2453",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
154,"Ozell","Shealy","oshealy@hotmail.com","8 Industry Ln","New York","NY","10002","212-332-8435","212-880-8865",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
155,"Arminda","Parvis","arminda@parvis.com","1 Huntwood Ave","Phoenix","AZ","85017","602-906-9419","602-277-3025",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
156,"Reita","Leto","reita.leto@gmail.com","55262 N French Rd","Indianapolis","IN","46240","317-234-1135","317-787-5514",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
157,"Yolando","Luczki","yolando@cox.net","422 E 21st St","Syracuse","NY","13214","315-304-4759","315-640-6357",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
158,"Lizette","Stem","lizette.stem@aol.com","501 N 19th Ave","Cherry Hill","NJ","8002","856-487-5412","856-702-3676",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
159,"Gregoria","Pawlowicz","gpawlowicz@yahoo.com","455 N Main Ave","Garden City","NY","11530","516-212-1915","516-376-4230",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
160,"Carin","Deleo","cdeleo@deleo.com","1844 Southern Blvd","Little Rock","AR","72202","501-308-1040","501-409-6072",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
161,"Chantell","Maynerich","chantell@yahoo.com","2023 Greg St","Saint Paul","MN","55101","651-591-2583","651-776-9688",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
162,"Dierdre","Yum","dyum@yahoo.com","63381 Jenks Ave","Philadelphia","PA","19134","215-325-3042","215-346-4666",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
163,"Larae","Gudroe","larae_gudroe@gmail.com","6651 Municipal Rd","Houma","LA","70360","985-890-7262","985-261-5783",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
164,"Latrice","Tolfree","latrice.tolfree@hotmail.com","81 Norris Ave Apt 525","Ronkonkoma","NY","11779","631-957-7624","631-998-2102",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
165,"Kerry","Theodorov","kerry.theodorov@gmail.com","6916 W Main St","Sacramento","CA","95827","916-591-3277","916-770-7448",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
166,"Dorthy","Hidvegi","dhidvegi@yahoo.com","9635 S Main St","Boise","ID","83704","208-649-2373","208-690-3315",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
167,"Fannie","Lungren","fannie.lungren@yahoo.com","17 Us Highway 111","Round Rock","TX","78664","512-587-5746","512-528-9933",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
168,"Evangelina","Radde","evangelina@aol.com","992 Civic Center Dr","Philadelphia","PA","19123","215-964-3284","215-417-5612",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
169,"Novella","Degroot","novella_degroot@degroot.org","303 N Radcliffe St","Hilo","HI","96720","808-477-4775","808-746-1865",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
170,"Clay","Hoa","choa@hoa.org","73 Saint Ann St Apt 86","Reno","NV","89502","775-501-8109","775-848-9135",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
171,"Jennifer","Fallick","jfallick@yahoo.com","44 58th St","Wheeling","IL","60090","847-979-9545","847-800-3054",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
172,"Irma","Wolfgramm","irma.wolfgramm@hotmail.com","9745 W Main St","Randolph","NJ","7869","973-545-7355","973-868-8660",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
173,"Eun","Coody","eun@yahoo.com","84 Bloomfield Ave","Spartanburg","SC","29301","864-256-3620","864-594-4578",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
174,"Sylvia","Cousey","sylvia_cousey@cousey.org","287 Youngstown Warren Rd","Hampstead","MD","21074","410-209-9545","410-863-8263",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
175,"Nana","Wrinkles","nana@aol.com","6 Van Buren St","Mount Vernon","NY","10553","914-855-2115","914-796-3775",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
176,"Layla","Springe","layla.springe@cox.net","229 N Forty Driv","New York","NY","10011","212-260-3151","212-253-7448",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
177,"Joesph","Degonia","joesph_degonia@degonia.org","2887 Knowlton St Apt 5435","Berkeley","CA","94710","510-677-9785","510-942-5916",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
178,"Annabelle","Boord","annabelle.boord@cox.net","523 Marquette Ave","Concord","MA","1742","978-697-6263","978-289-7717",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
179,"Stephaine","Vinning","stephaine@cox.net","3717 Hamann Industrial Pky","San Francisco","CA","94104","415-767-6596","415-712-9530",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
180,"Nelida","Sawchuk","nelida@gmail.com","3 State Route 35 S","Paramus","NJ","7652","201-971-1638","201-247-8925",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
181,"Marguerita","Hiatt","marguerita.hiatt@gmail.com","82 N Highway 67","Oakley","CA","94561","925-634-7158","925-541-8521",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
182,"Carmela","Cookey","ccookey@cookey.org","9 Murfreesboro Rd","Chicago","IL","60623","773-494-4195","773-297-9391",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
183,"Junita","Brideau","jbrideau@aol.com","6 S Broadway St","Cedar Grove","NJ","7009","973-943-3423","973-582-5469",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
184,"Claribel","Varriano","claribel_varriano@cox.net","6 Harry L Dr Apt 6327","Perrysburg","OH","43551","419-544-4900","419-573-2033",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
185,"Benton","Skursky","benton.skursky@aol.com","47939 Porter Ave","Gardena","CA","90248","310-579-2907","310-694-8466",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
186,"Hillary","Skulski","hillary.skulski@aol.com","9 Wales Rd Ne Apt 914","Homosassa","FL","34448","352-242-2570","352-990-5946",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
187,"Merilyn","Bayless","merilyn_bayless@cox.net","195 13n N","Santa Clara","CA","95054","408-758-5015","408-346-2180",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
188,"Teri","Ennaco","tennaco@gmail.com","99 Tank Farm Rd","Hazleton","PA","18201","570-889-5187","570-355-1665",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
189,"Merlyn","Lawler","merlyn_lawler@hotmail.com","4671 Alemany Blvd","Jersey City","NJ","7304","201-588-7810","201-858-9960",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
190,"Georgene","Montezuma","gmontezuma@cox.net","98 University Dr","San Ramon","CA","94583","925-615-5185","925-943-3449",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
191,"Jettie","Mconnell","jmconnell@hotmail.com","50 E Wacker Dr","Bridgewater","NJ","8807","908-802-3564","908-602-5258",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
192,"Lemuel","Latzke","lemuel.latzke@gmail.com","70 Euclid Ave Apt 722","Bohemia","NY","11716","631-748-6479","631-291-4976",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
193,"Melodie","Knipp","mknipp@gmail.com","326 E Main St Apt 6496","Thousand Oaks","CA","91362","805-690-1682","805-810-8964",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
194,"Candida","Corbley","candida_corbley@hotmail.com","406 Main St","Somerville","NJ","8876","908-275-8357","908-943-6103",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
195,"Karan","Karpin","karan_karpin@gmail.com","3 Elmwood Dr","Beaverton","OR","97005","503-940-8327","503-707-5812",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
196,"Andra","Scheyer","andra@gmail.com","9 Church St","Salem","OR","97302","503-516-2189","503-950-3068",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
197,"Felicidad","Poullion","fpoullion@poullion.com","9939 N 14th St","Riverton","NJ","8077","856-305-9731","856-828-6021",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
198,"Belen","Strassner","belen_strassner@aol.com","5384 Southwyck Blvd","Douglasville","GA","30135","770-507-8791","770-802-4003",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
199,"Gracia","Melnyk","gracia@melnyk.com","97 Airport Loop Dr","Jacksonville","FL","32216","904-235-3633","904-627-4341",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
200,"Jolanda","Hanafan","jhanafan@gmail.com","37855 Nolan Rd","Bangor","ME","4401","207-458-9196","207-233-6185",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
201,"Barrett","Toyama","barrett.toyama@toyama.org","4252 N Washington Ave Apt 9","Kennedale","TX","76060","817-765-5781","817-577-6151",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
202,"Helga","Fredicks","helga_fredicks@yahoo.com","42754 S Ash Ave","Buffalo","NY","14228","716-752-4114","716-854-9845",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
203,"Ashlyn","Pinilla","apinilla@cox.net","703 Beville Rd","Opa Locka","FL","33054","305-670-9628","305-857-5489",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
204,"Fausto","Agramonte","fausto_agramonte@yahoo.com","5 Harrison Rd","New York","NY","10038","212-313-1783","212-778-3063",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
205,"Ronny","Caiafa","ronny.caiafa@caiafa.org","73 Southern Blvd","Philadelphia","PA","19103","215-605-7570","215-511-3531",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
206,"Marge","Limmel","marge@gmail.com","189 Village Park Rd","Crestview","FL","32536","850-430-1663","850-330-8079",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
207,"Norah","Waymire","norah.waymire@gmail.com","6 Middlegate Rd Apt 106","San Francisco","CA","94107","415-306-7897","415-874-2984",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
208,"Aliza","Baltimore","aliza@aol.com","1128 Delaware St","San Jose","CA","95132","408-504-3552","408-425-1994",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
209,"Mozell","Pelkowski","mpelkowski@pelkowski.org","577 Parade St","South San Francisco","CA","94080","650-947-1215","650-960-1069",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
210,"Viola","Bitsuie","viola@gmail.com","70 Mechanic St","Northridge","CA","91325","818-864-4875","818-481-5787",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
211,"Franklyn","Emard","femard@emard.com","4379 Highway 116","Philadelphia","PA","19103","215-558-8189","215-483-3003",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
212,"Willodean","Konopacki","willodean_konopacki@konopacki.org","55 Hawthorne Blvd","Lafayette","LA","70506","337-253-8384","337-774-7564",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
213,"Beckie","Silvestrini","beckie.silvestrini@silvestrini.com","7116 Western Ave","Dearborn","MI","48126","313-533-4884","313-390-7855",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
214,"Rebecka","Gesick","rgesick@gesick.org","2026 N Plankinton Ave Apt 3","Austin","TX","78754","512-213-8574","512-693-8345",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
215,"Frederica","Blunk","frederica_blunk@gmail.com","99586 Main St","Dallas","TX","75207","214-428-2285","214-529-1949",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
216,"Glen","Bartolet","glen_bartolet@hotmail.com","8739 Hudson St","Vashon","WA","98070","206-697-5796","206-389-1482",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
217,"Freeman","Gochal","freeman_gochal@aol.com","383 Gunderman Rd Apt 197","Coatesville","PA","19320","610-476-3501","610-752-2683",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
218,"Vincent","Meinerding","vincent.meinerding@hotmail.com","4441 Point Term Mkt","Philadelphia","PA","19143","215-372-1718","215-829-4221",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
219,"Rima","Bevelacqua","rima@cox.net","2972 Lafayette Ave","Gardena","CA","90248","310-858-5079","310-499-4200",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
220,"Glendora","Sarbacher","gsarbacher@gmail.com","2140 Diamond Blvd","Rohnert Park","CA","94928","707-653-8214","707-881-3154",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
221,"Avery","Steier","avery@cox.net","93 Redmond Rd Apt 492","Orlando","FL","32803","407-808-9439","407-945-8566",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
222,"Cristy","Lother","cristy@lother.com","3989 Portage Tr","Escondido","CA","92025","760-971-4322","760-465-4762",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
223,"Nicolette","Brossart","nicolette_brossart@brossart.com","1 Midway Rd","Westborough","MA","1581","508-837-9230","508-504-6388",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
224,"Tracey","Modzelewski","tracey@hotmail.com","77132 Coon Rapids Blvd Nw","Conroe","TX","77301","936-264-9294","936-988-8171",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
225,"Virgina","Tegarden","virgina_tegarden@tegarden.com","755 Harbor Way","Milwaukee","WI","53226","414-214-8697","414-411-5744",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
226,"Tiera","Frankel","tfrankel@aol.com","87 Sierra Rd","El Monte","CA","91731","626-636-4117","626-638-4241",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
227,"Alaine","Bergesen","alaine_bergesen@cox.net","7667 S Hulen St Apt 42","Yonkers","NY","10701","914-300-9193","914-654-1426",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
228,"Earleen","Mai","earleen_mai@cox.net","75684 S Withlapopka Dr Apt 32","Dallas","TX","75227","214-289-1973","214-785-6750",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
229,"Leonida","Gobern","leonida@gobern.org","5 Elmwood Park Blvd","Biloxi","MS","39530","228-235-5615","228-432-4635",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
230,"Ressie","Auffrey","ressie.auffrey@yahoo.com","23 Palo Alto Sq","Miami","FL","33134","305-604-8981","305-287-4743",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
231,"Justine","Mugnolo","jmugnolo@yahoo.com","38062 E Main St","New York","NY","10048","212-304-9225","212-311-6377",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
232,"Eladia","Saulter","eladia@saulter.com","3958 S Dupont Hwy Apt 7","Ramsey","NJ","7446","201-474-4924","201-365-8698",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
233,"Chaya","Malvin","chaya@malvin.com","560 Civic Center Dr","Ann Arbor","MI","48103","734-928-5182","734-408-8174",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
234,"Gwenn","Suffield","gwenn_suffield@suffield.org","3270 Dequindre Rd","Deer Park","NY","11729","631-258-6558","631-295-9879",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
235,"Salena","Karpel","skarpel@cox.net","1 Garfield Ave Apt 7","Canton","OH","44707","330-791-8557","330-618-2579",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
236,"Yoko","Fishburne","yoko@fishburne.com","9122 Carpenter Ave","New Haven","CT","6511","203-506-4706","203-840-8634",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
237,"Taryn","Moyd","taryn.moyd@hotmail.com","48 Lenox St","Fairfax","VA","22030","703-322-4041","703-938-7939",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
238,"Katina","Polidori","katina_polidori@aol.com","5 Little River Tpke","Wilmington","MA","1887","978-626-2978","978-679-7429",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
239,"Rickie","Plumer","rickie.plumer@aol.com","3 N Groesbeck Hwy","Toledo","OH","43613","419-693-1334","419-313-5571",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
240,"Alex","Loader","alex@loader.com","37 N Elm St Apt 916","Tacoma","WA","98409","253-660-7821","253-875-9222",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
241,"Lashon","Vizarro","lashon@aol.com","433 Westminster Blvd Apt 590","Roseville","CA","95661","916-741-7884","916-289-4526",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
242,"Lauran","Burnard","lburnard@burnard.com","66697 Park Pl Apt 3224","Riverton","WY","82501","307-342-7795","307-453-7589",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
243,"Ceola","Setter","ceola.setter@setter.org","96263 Greenwood Pl","Warren","ME","4864","207-627-7565","207-297-5029",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
244,"My","Rantanen","my@hotmail.com","8 Mcarthur Ln","Richboro","PA","18954","215-491-5633","215-647-2158",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
